Date|Open|High|Low|Close|Adj Close|Volume|
2019-07-29|461.350006|461.350006|446.049988|449.450012|445.526947|2798936|
2019-07-30|450.399994|454.950012|385.100006|398.700012|395.219940|23721723|
2019-07-31|395.250000|410.350006|381.750000|403.899994|400.374542|15930595|
2019-08-01|395.000000|407.799988|387.100006|395.450012|391.998291|6268517|
2019-08-02|393.700012|414.700012|388.799988|407.450012|403.893555|6013347|
2019-08-05|403.799988|403.799988|382.200012|389.000000|385.604584|5470005|
2019-08-06|384.950012|399.399994|384.950012|395.149994|391.700897|4145312|
2019-08-07|397.500000|399.899994|360.250000|363.450012|360.277618|8296473|
2019-08-08|362.000000|375.000000|352.500000|366.950012|363.747070|10706558|
2019-08-09|372.000000|399.700012|369.000000|384.149994|380.796906|10046237|
2019-08-13|387.250000|389.450012|367.450012|371.149994|367.910400|4641256|
2019-08-14|373.500000|394.750000|366.600006|388.850006|385.455902|5363519|
2019-08-16|386.950012|398.600006|380.299988|396.899994|393.435638|4475951|
2019-08-19|401.000000|412.500000|397.750000|400.350006|396.855530|7335338|
2019-08-20|400.549988|405.649994|385.200012|390.100006|386.695007|6306979|
2019-08-21|390.000000|390.000000|369.649994|372.250000|369.000793|4371595|
2019-08-22|372.000000|377.750000|344.000000|349.350006|346.300690|6763389|
2019-08-23|344.000000|360.950012|338.250000|354.200012|351.108368|6928730|
2019-08-26|369.899994|379.600006|352.649994|375.750000|372.470245|5868821|
2019-08-27|378.000000|384.500000|354.149994|356.750000|353.636078|9239151|
2019-08-28|352.500000|358.950012|286.100006|313.850006|311.110535|34931359|
2019-08-29|313.000000|332.399994|298.399994|319.200012|316.413849|35720452|
2019-08-30|324.000000|331.000000|313.500000|327.200012|324.344025|15090251|
2019-09-03|321.000000|333.399994|311.649994|315.399994|312.647003|12199822|
2019-09-04|314.000000|326.799988|309.200012|324.899994|322.064087|11967960|
2019-09-05|322.950012|327.799988|318.450012|321.899994|319.090271|6765006|
2019-09-06|325.649994|338.899994|317.000000|336.450012|333.513275|11358527|
2019-09-09|338.000000|365.649994|334.100006|360.399994|357.254211|19324883|
2019-09-11|363.000000|380.799988|359.399994|378.250000|374.948425|13954147|
2019-09-12|381.049988|382.899994|364.100006|367.049988|363.846161|10141213|
2019-09-13|369.850006|372.399994|356.750000|371.149994|367.910400|9377590|
2019-09-16|367.799988|369.250000|357.450012|359.799988|356.659454|6512517|
2019-09-17|361.200012|366.799988|349.100006|351.350006|348.283234|5951420|
2019-09-18|354.000000|357.950012|346.299988|348.899994|345.854584|5161056|
2019-09-19|350.399994|350.799988|324.450012|332.100006|329.201263|8199527|
2019-09-20|333.000000|398.399994|325.700012|382.950012|379.607422|23179162|
2019-09-23|386.799988|415.000000|386.000000|398.350006|394.872986|14154555|
2019-09-24|403.000000|406.500000|385.200012|401.000000|397.499847|8140651|
2019-09-25|396.149994|403.600006|377.700012|383.700012|380.350861|8431771|
2019-09-26|386.100006|401.600006|380.000000|384.250000|380.896057|10083072|
2019-09-27|384.049988|388.700012|360.350006|366.250000|363.053162|7475139|
2019-09-30|364.000000|365.450012|320.600006|328.850006|325.979614|16155044|
2019-10-01|331.500000|338.600006|257.049988|299.350006|296.737122|42598532|
2019-10-03|300.000000|319.600006|292.149994|312.000000|309.276703|27052594|
2019-10-04|317.000000|325.000000|299.149994|302.799988|300.156982|14897725|
2019-10-07|304.700012|307.100006|290.500000|302.649994|300.008301|10301440|
2019-10-09|304.549988|312.000000|280.799988|309.600006|306.897644|20701883|
2019-10-10|307.000000|307.799988|283.149994|288.500000|285.981812|16215356|
2019-10-11|288.399994|292.000000|248.100006|266.450012|264.124298|32361125|
2019-10-14|266.000000|278.350006|255.600006|258.899994|256.640167|23405045|
2019-10-15|259.100006|275.000000|241.449997|264.049988|261.745209|37422869|
2019-10-16|265.000000|273.500000|254.399994|258.450012|256.194122|21728117|
2019-10-17|255.000000|293.500000|253.350006|290.200012|287.666992|30328703|
2019-10-18|285.000000|299.000000|280.100006|295.250000|292.672882|22471544|
2019-10-22|296.000000|298.000000|282.000000|286.950012|284.445343|18285859|
2019-10-23|258.299988|270.750000|230.550003|259.149994|256.888000|55032341|
2019-10-24|262.299988|267.000000|246.699997|251.699997|249.503021|16980368|
2019-10-25|252.100006|263.000000|248.000000|260.350006|258.077515|12491819|
2019-10-27|null|null|null|null|null|null|
2019-10-29|263.000000|283.350006|258.000000|276.399994|273.987427|16133901|
2019-10-30|276.399994|291.000000|273.200012|288.450012|285.932251|14528128|
2019-10-31|289.000000|325.000000|281.399994|310.100006|307.393280|33504689|
2019-11-01|312.000000|324.799988|303.299988|310.450012|307.740234|19035303|
2019-11-04|303.899994|317.000000|300.000000|309.649994|306.947205|11952222|
2019-11-05|312.950012|316.200012|296.000000|299.100006|296.489288|10999661|
2019-11-06|298.000000|307.799988|296.399994|304.700012|302.040405|9234744|
2019-11-07|306.600006|319.399994|306.500000|308.450012|305.757690|10313805|
2019-11-08|308.000000|332.750000|305.350006|323.899994|321.072815|23684769|
2019-11-11|323.100006|346.450012|319.100006|343.600006|340.600861|19685006|
2019-11-13|345.299988|352.750000|328.799988|332.600006|329.696899|21763110|
2019-11-14|335.000000|336.000000|314.250000|318.000000|315.224304|16624413|
2019-11-15|321.000000|329.350006|316.200012|317.899994|315.125183|10046670|
2019-11-18|319.850006|325.899994|311.399994|323.649994|320.824982|13153241|
2019-11-19|324.000000|327.750000|319.149994|322.750000|319.932861|11081950|
2019-11-20|324.750000|348.350006|324.000000|344.649994|341.641693|21515989|
2019-11-21|348.500000|359.399994|333.299988|334.899994|331.976807|21150686|
2019-11-22|335.000000|363.000000|332.500000|359.299988|356.163818|23261684|
2019-11-25|365.000000|367.000000|355.299988|360.799988|357.650726|16441956|
2019-11-26|362.000000|364.000000|343.600006|347.200012|344.169464|13009441|
2019-11-27|355.500000|371.200012|353.250000|367.549988|364.341797|23618238|
2019-11-28|372.000000|391.200012|364.000000|381.000000|377.674408|33059498|
2019-11-29|381.899994|385.750000|366.299988|374.149994|370.884216|18571094|
2019-12-02|372.950012|377.200012|362.100006|373.399994|370.140747|16548107|
2019-12-03|378.000000|381.299988|355.399994|365.950012|362.755798|17459355|
2019-12-04|366.649994|374.700012|360.649994|372.899994|369.645111|12443725|
2019-12-05|373.000000|374.850006|362.250000|365.500000|362.309723|9627539|
2019-12-06|367.500000|370.000000|334.149994|338.549988|335.594940|24014739|
2019-12-09|339.149994|345.899994|325.250000|335.149994|332.224609|24248045|
2019-12-10|325.000000|334.350006|317.500000|320.750000|317.950317|18086321|
2019-12-11|322.000000|329.799988|313.200012|324.450012|321.618042|17794514|
2019-12-12|326.399994|337.500000|322.299988|334.549988|331.629852|14262633|
2019-12-13|334.600006|348.500000|334.600006|345.399994|342.385162|14824345|
2019-12-16|346.000000|346.750000|332.000000|336.250000|333.315033|10771435|
2019-12-17|336.700012|342.799988|336.250000|340.649994|337.676605|10547010|
2019-12-18|339.549988|345.149994|333.000000|342.399994|339.411346|8511977|
2019-12-19|340.399994|344.500000|334.649994|342.350006|339.361786|10698542|
2019-12-20|340.000000|351.399994|338.799988|342.799988|339.807831|13890320|
2019-12-23|341.500000|347.000000|332.549988|334.000000|331.084656|9747163|
2019-12-24|335.000000|337.799988|332.649994|334.100006|331.183807|8348658|
2019-12-26|335.450012|336.899994|327.799988|332.600006|329.696899|8817639|
2019-12-27|334.000000|340.600006|333.500000|336.549988|333.612396|7035050|
2019-12-30|336.799988|347.000000|334.600006|345.000000|341.988647|10053529|
2019-12-31|342.000000|347.700012|341.600006|344.850006|341.839966|7075944|
2020-01-01|346.000000|351.000000|345.000000|347.950012|344.912903|7055518|
2020-01-02|347.000000|372.399994|345.000000|369.549988|366.324341|13364375|
2020-01-03|367.000000|367.899994|355.750000|357.600006|354.478668|9763249|
2020-01-06|355.000000|355.000000|334.850006|336.850006|333.909790|9585680|
2020-01-07|343.000000|351.799988|340.200012|344.000000|340.997375|15484836|
2020-01-08|335.000000|348.700012|334.049988|346.000000|342.979919|11093126|
2020-01-09|355.000000|360.649994|352.500000|355.350006|352.248322|8506943|
2020-01-10|355.450012|357.899994|345.350006|348.250000|345.210266|8850157|
2020-01-13|350.750000|360.000000|349.500000|358.250000|355.122986|6192087|
2020-01-14|358.000000|365.000000|352.700012|356.600006|353.487396|7805838|
2020-01-15|358.799988|358.799988|344.600006|350.450012|347.391083|7447505|
2020-01-16|353.750000|354.500000|345.100006|346.299988|343.277283|6328216|
2020-01-17|348.000000|348.000000|341.000000|343.799988|340.799103|6402710|
2020-01-20|345.950012|347.549988|325.000000|328.149994|325.285706|11235136|
2020-01-21|324.100006|342.700012|321.350006|341.299988|338.320923|15717772|
