Date|Open|High|Low|Close|Adj Close|Volume|
2019-07-29|2430.100098|2451.000000|2331.050049|2404.550049|2338.224609|936006|
2019-07-30|2408.000000|2424.649902|2245.300049|2258.800049|2196.494873|1582385|
2019-07-31|2270.000000|2369.899902|2225.600098|2356.100098|2291.111084|2930738|
2019-08-01|2335.000000|2381.000000|2301.399902|2368.550049|2303.217529|968967|
2019-08-02|2337.000000|2430.000000|2288.550049|2401.949951|2335.696289|2090929|
2019-08-05|2389.949951|2435.000000|2346.000000|2399.250000|2333.070801|1093274|
2019-08-06|2399.250000|2484.000000|2380.050049|2468.550049|2400.459229|1169931|
2019-08-07|2475.000000|2528.800049|2468.600098|2505.250000|2436.146973|1079213|
2019-08-08|2500.500000|2629.000000|2495.000000|2587.899902|2516.517090|1692331|
2019-08-09|2613.850098|2641.899902|2600.000000|2622.250000|2549.919678|1091395|
2019-08-13|2615.600098|2651.050049|2546.850098|2566.800049|2495.999268|1179168|
2019-08-14|2588.949951|2647.699951|2580.000000|2634.149902|2561.491455|998006|
2019-08-16|2561.550049|2680.000000|2547.050049|2669.000000|2595.380127|1373556|
2019-08-19|2672.000000|2699.949951|2616.199951|2631.500000|2558.914551|1215957|
2019-08-20|2655.000000|2677.800049|2631.600098|2669.250000|2595.623291|1017915|
2019-08-21|2663.800049|2722.000000|2663.550049|2714.250000|2639.382080|1398096|
2019-08-22|2713.000000|2714.250000|2606.000000|2626.250000|2553.809326|1102826|
2019-08-23|2625.000000|2670.000000|2612.600098|2640.199951|2567.374512|1202938|
2019-08-26|2695.000000|2695.000000|2557.350098|2590.949951|2519.482910|1195915|
2019-08-27|2638.000000|2638.000000|2581.399902|2614.449951|2542.334717|5531848|
2019-08-28|2597.750000|2626.000000|2555.000000|2568.500000|2497.652344|631760|
2019-08-29|2564.899902|2577.800049|2533.300049|2547.750000|2477.474609|547796|
2019-08-30|2559.850098|2579.000000|2520.550049|2572.050049|2501.104492|544092|
2019-09-03|2571.850098|2619.949951|2548.949951|2557.449951|2486.906982|867231|
2019-09-04|2562.100098|2589.250000|2530.250000|2566.100098|2495.318604|532877|
2019-09-05|2574.949951|2614.000000|2567.149902|2605.899902|2534.020508|577091|
2019-09-06|2612.399902|2670.000000|2590.100098|2659.949951|2586.579834|1021359|
2019-09-09|2637.949951|2697.699951|2621.000000|2691.600098|2617.356934|619224|
2019-09-11|2687.000000|2770.000000|2680.000000|2760.149902|2684.015869|1063773|
2019-09-12|2747.000000|2766.000000|2720.000000|2740.750000|2665.151123|701793|
2019-09-13|2742.000000|2785.000000|2718.000000|2776.600098|2700.012207|855456|
2019-09-16|2755.000000|2794.000000|2722.399902|2738.649902|2663.108887|858330|
2019-09-17|2744.899902|2762.000000|2555.000000|2568.949951|2498.089844|1327205|
2019-09-18|2590.000000|2617.000000|2517.000000|2576.100098|2505.042725|1207661|
2019-09-19|2561.000000|2595.000000|2513.449951|2532.250000|2462.402100|706524|
2019-09-20|2535.000000|3016.550049|2532.850098|2862.899902|2783.931641|4283092|
2019-09-23|2875.000000|3022.899902|2770.699951|2820.350098|2742.555420|1380382|
2019-09-24|2845.000000|2845.300049|2724.649902|2755.949951|2679.931641|1064290|
2019-09-25|2750.000000|2750.000000|2646.600098|2704.250000|2629.657959|1063692|
2019-09-26|2695.000000|2775.000000|2684.850098|2760.100098|2683.967529|1046239|
2019-09-27|2756.399902|2778.449951|2707.000000|2729.149902|2653.870850|679062|
2019-09-30|2734.000000|2758.750000|2668.199951|2704.750000|2630.144043|837786|
2019-10-01|2715.699951|2738.899902|2637.000000|2688.350098|2614.196533|865901|
2019-10-03|2710.000000|2734.000000|2655.000000|2667.449951|2593.872803|937439|
2019-10-04|2681.800049|2715.000000|2659.000000|2668.300049|2594.699463|689443|
2019-10-07|2649.000000|2684.000000|2606.300049|2674.000000|2600.242188|581314|
2019-10-09|2680.000000|2690.000000|2583.000000|2604.350098|2532.513428|1065595|
2019-10-10|2604.350098|2635.000000|2581.149902|2601.850098|2530.082520|654085|
2019-10-11|2614.850098|2635.000000|2567.899902|2597.850098|2526.192871|594047|
2019-10-14|2590.000000|2628.449951|2571.850098|2609.199951|2537.229492|708591|
2019-10-15|2620.149902|2699.949951|2610.000000|2675.699951|2601.895264|1011239|
2019-10-16|2692.399902|2692.399902|2592.300049|2602.350098|2530.568604|926034|
2019-10-17|2609.000000|2644.000000|2582.000000|2629.199951|2556.677979|1107128|
2019-10-18|2629.000000|2662.050049|2605.850098|2646.149902|2573.160400|1179162|
2019-10-22|2660.000000|2713.449951|2641.199951|2674.649902|2600.874268|799030|
2019-10-23|2670.050049|2738.000000|2634.000000|2712.899902|2638.069092|1119172|
2019-10-24|2730.000000|2749.750000|2650.000000|2696.000000|2621.635498|1427292|
2019-10-25|2705.000000|2708.000000|2630.000000|2657.550049|2584.246094|799469|
2019-10-27|null|null|null|null|null|null|
2019-10-29|2684.500000|2720.000000|2665.750000|2701.550049|2627.032471|1088620|
